1	28	0	3	0	6342.70000000000	9127.20000000000
1	26	0	5	4252.70000000000	17300.5000000000	39170.2000000000
1	46	0	3	0	9591.40000000000	53909.6000000000
1	33	1	1	0	25312.2000000000	30751.1000000000
1	47	0	4	10530.9000000000	9540.90000000000	14961.9000000000
1	38	0	5	9682.30000000000	11128.5000000000	94217
1	31	0	0	2821.40000000000	9434.90000000000	29508.6000000000
1	60	0	1	7452.50000000000	13802.4000000000	99358.1000000000
1	46	0	1	7266.60000000000	36142.1000000000	29562.3000000000
0	23	1	0	3028.20000000000	20172.8000000000	18147
1	44	0	3	0	12944.6000000000	38539.9000000000
0	25	0	0	1740	9740.10000000000	21430.7000000000
0	26	0	0	0	11425	56326.5000000000
1	45	0	0	3676.60000000000	49215.1000000000	27341.6000000000
1	28	0	2	427521.200000000	10853.3000000000	18164.6000000000
0	65	0	0	35148.9000000000	13723	9625.10000000000
1	63	0	1	86593.3000000000	15970.1000000000	28032.2000000000
0	34	0	0	25148.7000000000	52773.4000000000	94225.2000000000
0	22	0	0	179	4271.70000000000	56719.9000000000
0	54	0	0	27658.6000000000	9960.60000000000	31908.3000000000
0	22	0	0	9025.10000000000	25296.3000000000	23385.9000000000
1	28	0	1	400	3414.60000000000	35490.3000000000
0	42	0	0	784.500000000000	5989.40000000000	17846.1000000000
0	57	0	0	7359.40000000000	18532.3000000000	32778.8000000000
0	67	0	0	3118.60000000000	8145.10000000000	51585.6000000000
0	40	0	0	1522.30000000000	10170.5000000000	24561.1000000000
0	41	1	0	0	12144.5000000000	38455.4000000000
1	40	1	6	1186.10000000000	28257.8000000000	30858.3000000000
0	50	0	0	5268.50000000000	12760.6000000000	76741.6000000000
1	50	0	5	24433.2000000000	22881.7000000000	103903
1	25	0	0	17	6550.50000000000	35253.1000000000
0	40	0	0	0	6208.90000000000	35731
0	48	0	0	4652.20000000000	12752.7000000000	29219.2000000000
0	23	0	0	2559	52073.8000000000	58521.5000000000
